text,label
"Few polished maps, there are about 10 maps but only about 4 or 5 of them are completely done the others are still work in progress maps that have yet to be finished",0
"The game is also incredibly poorly optimized,  I run the game on the lowest possible settings and I only get 45-60fps.",0
 but the server is trash. Crashed a thousand times.,0
This is hands down the worst tutorial I have ever played in my entire life (I still can't believe I actually powered through those 3 hours) and ,0
but nothing is brought back to your own game.,0
"That's the real reason why there's no Steam Workshop for NMS - no-one can build anything worth putting in it, and it'd be ALL bases anyway.",0
"If you ignore the fact, it makes my computer scream in agony trying to run it at high graphics settings,",0
"No Newtonian physics, no drifting, ",0
"introducing player-run groups (like guilds that players can make or join and trade or war with other guilds), ",0
"cannot play game without extreme graphics problem, as in having an average fps of 9. ",0
 and quite challenging to deal with,0
If you play permadeath you can literally wind up doing nothing but the tutorial over and over again because you can get killed easily during the tutorial.,0
I also hate that dorms where 100 people live are favourable to single dorm rooms which is the opposite of the real world and took a min to wrap my head around.,0
This has soft locked one of my saves as it now crashes on load up.,0
"So, you googled No Man's Sky and you read all the bad stuff that happened at launch: you think that the game is thrash, fair enough, it used to be this way.",0
the intriguing parts of the story were the surreal sequences and the hints at a larger narrative on the store page and the community hub.,0
"I think that improving the atmosphere would go a long way, adding more dialogue, making the different squad members have personality and banter. So far everything feels muted.",0
 There were some very easy puzzles here and there but mostly it was just clicking and dragging. ,0
the guilt for not having pvp ,0
What a pathetic waste to have billions of planets and not be able to enjoy it with dedicated servers hosting 1000's of players.,0
ruins interaction with other players as it is.,0
I played the new update and it makes me hate this game more than I did the first time I reviewed it.,0
I guess these could be standard for games that use flight stick controllers ,0
"And now after 1,5 hours the credits roll without a real feeling of an ending.so as an adventure game it fails because the riddles are very easy and as a narrative experience it fails because the narrative is nothing special at all.",0
Lots of crashes - ,0
"While it does take a beefy pc to run VR well, and, the experience of a space battle in VR, exploring a planet in VR",0
"it is not perfect however, like when you are going for 3 stars and you are just waiting for time to pass  so you can not doing anything off the wall to test for interesting results.",0
"The ROE (rules of engagement) might be annoying and off-putting to those who are not familiar with SWAT or simulation games at first, but ",0
"Your ship and suit used to have three sections: inventory, tech, and protected storage (a few slots protected from you dying). Simple and had the nice feature that you could put tech items in the inventory space as well to trade carrying capacity for more mobility, shields, etc. No need to worry about that choice anymore. Inventory is inventory and tech is tech and protected storage is gone--just like all your stuff if you die.",0
"needs options for aa methods, post process effects (vignette, dof etc.) instead of putting them all under a few sliders and not knowing that they actually enable/disable for what quality setting?",0
I wish it unlocked the whole map or a few campuses with each level completed because I do not know how big the game is and it would help me decide what to focus on.,0
"The differing game modes add some extra flavour and variance, but they still -feel- almost identical. ",0
"with only vague references to actual diseases,",0
"I like the game but I cannot play it until they fix the saving issue, some of the levels do not save progression and I cannot do other missions because of it.",0
"I like the concept of the superbug network and the global initiatives, but I wish there were a way to complete some of the smaller tasks on your own instead of forcing you to have in-game friends help you complete the projects.",0
"It's just lack of engagement, like a rewarding system that will make people play it again and again. Why don't they give some reward if you beat certain map with certain score? That way, people will strive for that S score and keep playing and learning the game. ",0
"Every time I log in to play now the game freezes or crashes. I have done everything I can to fix update drivers, uninstall and then reinstall, lower the settings, and even follow some online guides. None of it has worked so I am forced to permanently uninstall as it has become unplayable for me.",0
"my graphics for this game are set to very low and the frame rate is still a bit poop, ",0
"when you start each hospital, it is fun for about 20 minutes but then the game goes from intermediate to very very hard very quickly as you become overloaded with incurable dying patients, debt that never seems to go away, and everyone wanting to get promoted at the same time",0
"The camera is very disagreeable. Even after tweaking the settings and modding the game, I was not able to play it without feeling nauseous.",0
only downside is no unlocks everything is given to you good for tactical roleplay but not much else,0
" in general the movement of this game is odd, and I def.",0
"Not because it's challenging in a way that makes sense, usually rather because it's erratic and often unrealistic due to some of the core mechanics being pretty awful.",0
" ""devs spent time to solve its problems"" but I fail every time. ",0
All the options to turn my normal game into a creative mode game cheapens the experience.,0
"if I do get in the red, it does not take long to start building back up and once you do then you build up fast. ",0
"I participated in the game's ""main"" storyline. It's one of those 'pick your bad ending' plots which isn't really worth putting a spoiler alert on. It really is that forgettable.",0
Hands down the game is really really good although I would really love to see more choices/options for customization to weapons and outfits (things to make your operator stand out) ,0
Some screen on text has such bad contrast and disappears too quickly. Low visibility and useless torch that just faces behind you sometimes or turns off randomly meant I fell down into a cave that seemed to only have the one opening in the ceiling.,0
as you travel along being guided by the tutorial which can feel hand-holdy at times but really is only there to get you started.,0
"Excruciating amount of padding. It has the dreaded progress wheel, you know the one I'm taking about, ",0
Initially very frustrating until you learn how to work a space (and the commands),0
"I tried to get a refund, but as I already spent 4 hours in it, I can't have my money back; $40 I regret spending.",0
"very frustrating to play, the mode is too complex, hope the game to be more user-friendly",0
" you've literally ""updated"" it to make said exploration exceedingly more difficult.",0
When has a game is own profanity filter been beat by itself?,0
"Local chat is bad, and it should simply be removed altogether.",0
 there has been a difficulty spike.,0
The crafting system is very unclear and gives little enough guidance to only annoy you. There are just too many innovative solutions that are never explained to the player. Who came up with this save game system that you have to google to understand? ,0
"Other than that, the game lives up to what it was marketed to be. If you do your research before buying this game (or any game) , as you should, you would see the metaphorical small print under where it says ""18 quintillion unique planets"" and that small print says ""procedurally generated"".",0
the devs changed the game and inventory system for people who've played the game for 2 hrs and screwed over long time players.,0
"It was the greatest disappointment I ever faced in a game when it launched in 2016, but now I consider it to be the biggest redemption story in the history of gaming.",0
"I needed 10 hours to get through the tutorial mission because, crashes, corrupted save files and no existing dialogue options.",0
"This whole time, trying to launch the game resulted in the UE4 prerequisites installer opening and hanging at 0% again, needing to do the steam cloud trick to bypass the installer and launch the game to even see if one of my attempted fixes for the FRS setting worked. Then I had to figure out how to bypass the first time setup requirement every single time the game was launched.",0
"I heard my friend who did buy it say he got burnt out on it, and after it is release, I watched a couple people on YouTube reviewing the game, basically saying it was incomplete.",0
"I do not like the new UI, and preferred the style of two point hospital and it had more text buttons which I find easier to recognize than all icons.",0
"There is no support for Joysticks, only gamepads.",0
and multiplayer has a lot of connectivity issues at the moment,0
 that is that it still feels a little bit lonely out in space despite there being a ton of fun NPC's.,0
"It's worth a play through but the endgame is limited, ",0
"I don't know what's changed in recent updates, ",0
"then doing it all over again after it crashes,",0
"The optimisations taken to allow such a vast universe to be rendered are quite apparent though, with obvious texture pop-in, very inconsistent framerates, and limited render distances, which did put a bit of a damper on the experience.",0
At times the game seemed very difficult and it's extremely easy to go down which can result in frustration and ,0
I found it better with friends through discord chat and in-game chat some do not talk or starting having communication issues only hearing one player. ,0
making it so that running and gunning simply does not work in most cases (there's no sprinting either).,0
this might not be the game for you.,0
When I open up a menu the left thumb stick does not work at all. I am supposed to go to the next page with R1 but will only work with R2. I tried to do everything support told me. Change the bindings to custom then back. Uninstall/Reinstall. Tried remapping myself. Tried going into steam controller settings and changing it to the original bindings. Nothing works.,0
"Excuse me, of course, but the gameplay turned out to be voiceless, slow and just boring.",0
"Perhaps a saving mechanic for single player might help with the longer maps, but limit saving to twice or three times to really make players gamble.",0
"but with no progression there is no motivation to play much more than a few rounds to see everything (side note, there is no 'HK slap' on either the UMP or MP5.",0
"It feels good, but sometimes when I shoot through a door and I know someone is behind it I think they are dead, But then it turns out they aren't dead and they eventually kill you, and since you can't respawn in any way, you have to restart mission.",0
"All of my friends and I also have issues with lag/graphics as we don't have very good computers to run the game very well, this game for me runs around 30/60 fps on most maps and sometimes even down to 20 on lowest graphics with AMD fidelity on.",0
"campus, despite the map size, has been completed, something was amissing', oomph maybe?",0
"Fair warning, there was a bit of motion sickness I noted after playing, which was also noted by other players, hopefully this won't affect you.",0
You can do a LOT of different things that very quickly all feel like a chore. ,0
It's very ruff around the edges when it comes to the physics of gravity and other animations.,0
"This isn't so bad, but their AI design especially in sound is what makes them seem too smart.",0
"GREAT amount of bugs. This game should be named ""dumb ways to die because of bugs"".",0
"in 21st centry, there's yet another game can't turn off head-bobbing. It causes motion sickness,",0
"Polish it up, fix up all of the script/language issues in the questlines and interaction decisions ",1
