text,label
"Few polished maps, there are about 10 maps but only about 4 or 5 of them are completely done the others are still work in progress maps that have yet to be finished",0
"The game is also incredibly poorly optimized,  I run the game on the lowest possible settings and I only get 45-60fps.",0
 but the server is trash. Crashed a thousand times.,0
This is hands down the worst tutorial I have ever played in my entire life (I still can't believe I actually powered through those 3 hours) and ,0
but nothing is brought back to your own game.,0
"That's the real reason why there's no Steam Workshop for NMS - no-one can build anything worth putting in it, and it'd be ALL bases anyway.",0
"If you ignore the fact, it makes my computer scream in agony trying to run it at high graphics settings,",0
"No Newtonian physics, no drifting, ",0
"introducing player-run groups (like guilds that players can make or join and trade or war with other guilds), ",0
"cannot play game without extreme graphics problem, as in having an average fps of 9. ",0
 and quite challenging to deal with,0
If you play permadeath you can literally wind up doing nothing but the tutorial over and over again because you can get killed easily during the tutorial.,0
I also hate that dorms where 100 people live are favourable to single dorm rooms which is the opposite of the real world and took a min to wrap my head around.,0
This has soft locked one of my saves as it now crashes on load up.,0
"So, you googled No Man's Sky and you read all the bad stuff that happened at launch: you think that the game is thrash, fair enough, it used to be this way.",0
the intriguing parts of the story were the surreal sequences and the hints at a larger narrative on the store page and the community hub.,0
"I think that improving the atmosphere would go a long way, adding more dialogue, making the different squad members have personality and banter. So far everything feels muted.",0
 There were some very easy puzzles here and there but mostly it was just clicking and dragging. ,0
the guilt for not having pvp ,0
What a pathetic waste to have billions of planets and not be able to enjoy it with dedicated servers hosting 1000's of players.,0
ruins interaction with other players as it is.,0
I played the new update and it makes me hate this game more than I did the first time I reviewed it.,0
I guess these could be standard for games that use flight stick controllers ,0
"And now after 1,5 hours the credits roll without a real feeling of an ending.so as an adventure game it fails because the riddles are very easy and as a narrative experience it fails because the narrative is nothing special at all.",0
Lots of crashes - ,0
"While it does take a beefy pc to run VR well, and, the experience of a space battle in VR, exploring a planet in VR",0
"it is not perfect however, like when you are going for 3 stars and you are just waiting for time to pass  so you can not doing anything off the wall to test for interesting results.",0
"The ROE (rules of engagement) might be annoying and off-putting to those who are not familiar with SWAT or simulation games at first, but ",0
"Your ship and suit used to have three sections: inventory, tech, and protected storage (a few slots protected from you dying). Simple and had the nice feature that you could put tech items in the inventory space as well to trade carrying capacity for more mobility, shields, etc. No need to worry about that choice anymore. Inventory is inventory and tech is tech and protected storage is gone--just like all your stuff if you die.",0
"needs options for aa methods, post process effects (vignette, dof etc.) instead of putting them all under a few sliders and not knowing that they actually enable/disable for what quality setting?",0
I wish it unlocked the whole map or a few campuses with each level completed because I do not know how big the game is and it would help me decide what to focus on.,0
"The differing game modes add some extra flavour and variance, but they still -feel- almost identical. ",0
"with only vague references to actual diseases,",0
"I like the game but I cannot play it until they fix the saving issue, some of the levels do not save progression and I cannot do other missions because of it.",0
"I like the concept of the superbug network and the global initiatives, but I wish there were a way to complete some of the smaller tasks on your own instead of forcing you to have in-game friends help you complete the projects.",0
"It's just lack of engagement, like a rewarding system that will make people play it again and again. Why don't they give some reward if you beat certain map with certain score? That way, people will strive for that S score and keep playing and learning the game. ",0
"Every time I log in to play now the game freezes or crashes. I have done everything I can to fix update drivers, uninstall and then reinstall, lower the settings, and even follow some online guides. None of it has worked so I am forced to permanently uninstall as it has become unplayable for me.",0
"my graphics for this game are set to very low and the frame rate is still a bit poop, ",0
"when you start each hospital, it is fun for about 20 minutes but then the game goes from intermediate to very very hard very quickly as you become overloaded with incurable dying patients, debt that never seems to go away, and everyone wanting to get promoted at the same time",0
"The camera is very disagreeable. Even after tweaking the settings and modding the game, I was not able to play it without feeling nauseous.",0
only downside is no unlocks everything is given to you good for tactical roleplay but not much else,0
" in general the movement of this game is odd, and I def.",0
"Not because it's challenging in a way that makes sense, usually rather because it's erratic and often unrealistic due to some of the core mechanics being pretty awful.",0
" ""devs spent time to solve its problems"" but I fail every time. ",0
All the options to turn my normal game into a creative mode game cheapens the experience.,0
"if I do get in the red, it does not take long to start building back up and once you do then you build up fast. ",0
"I participated in the game's ""main"" storyline. It's one of those 'pick your bad ending' plots which isn't really worth putting a spoiler alert on. It really is that forgettable.",0
Hands down the game is really really good although I would really love to see more choices/options for customization to weapons and outfits (things to make your operator stand out) ,0
Some screen on text has such bad contrast and disappears too quickly. Low visibility and useless torch that just faces behind you sometimes or turns off randomly meant I fell down into a cave that seemed to only have the one opening in the ceiling.,0
as you travel along being guided by the tutorial which can feel hand-holdy at times but really is only there to get you started.,0
"Excruciating amount of padding. It has the dreaded progress wheel, you know the one I'm taking about, ",0
Initially very frustrating until you learn how to work a space (and the commands),0
"I tried to get a refund, but as I already spent 4 hours in it, I can't have my money back; $40 I regret spending.",0
"very frustrating to play, the mode is too complex, hope the game to be more user-friendly",0
" you've literally ""updated"" it to make said exploration exceedingly more difficult.",0
When has a game is own profanity filter been beat by itself?,0
"Local chat is bad, and it should simply be removed altogether.",0
 there has been a difficulty spike.,0
The crafting system is very unclear and gives little enough guidance to only annoy you. There are just too many innovative solutions that are never explained to the player. Who came up with this save game system that you have to google to understand? ,0
"Other than that, the game lives up to what it was marketed to be. If you do your research before buying this game (or any game) , as you should, you would see the metaphorical small print under where it says ""18 quintillion unique planets"" and that small print says ""procedurally generated"".",0
"Polish it up, fix up all of the script/language issues in the questlines and interaction decisions ",1
"And our winnings weren't by luck, we had to learn from our mistakes. One mistake we learned from was to not bring a CoD player with us. You can imagine why.",1
I'm honestly surprised it’s not more popular as a streaming game but that is also whats probably keeping it as entertaining as it is.,1
"This game is a spiritual successor to theme park hospital world, it was a game made by brofrog back in 1973 for the commadore master system 52, it was considered the greatest game ever made, so good in fact that no one in the history of video games, which goes back a long way, (1918 was the first recorded video game that is a fact) has ever tried to recreate it.",1
"For having 25 hours played on Steam, ",1
"Once you have a grip on survival and travel, perhaps will make some headway into understanding these strange messages and the cosmic forces behind them.",1
With the heavy atmosphere and slow pacing that immediately pumps it to 11 in combat.,1
"The release of No Man's Sky in 2016 was explosive. Developed by indie studio Hello Games, the three years after the game's reveal drew an incredible amount of attention, and in turn, hype. ",1
I turned everything to the highest settings and hopped in creative. ,1
until vr is ready. .,1
"Thought on PVP:maybe 5 operators vs 10 terrorists, they can swap each round.",1
"anyway, this game caught my attention because I have never played hospital tycoon and everyone told you how fun it was.",1
 I have only played  on steam but I have played on xbox and,1
"I'm not a social person tho, so I dislike both options and prefer to remain solo. I'm grateful that option was not removed.",1
this would be cool and big open maps.,1
but there is the occasional space & planet combat encounters that happen naturally.,1
"Bought this on Pre Order, played about 50 hours ,",1
 portrays a current world wherein SWAT police units are called to stop antagonistic and defying circumstances.,1
Suggestions to make the game better: PVP Modes (4v4 maybe) almost like search and destroy without the 360 no scopes.,1
the last few where you've got to reach the center of the galaxy on the higher difficulty levels.,1
"The developers pull no punches in this design, so be warned that ",1
you can see every other player in the game though if multiplayer is enabled and if they are near you/ in the area around you.,1
"Being a difficult game it is,  ",1
I still only recommend this game for 1 player or for a 3-4 group of friends and ,1
"TL/DL No Motion Sickness if set up correctly, and this is with SMOOTH locomotion, not teleport.",1
quick reactions and good planning are vital to survival in this fast (or slow) paced game.,1
"You will be rewarded for methodical teamwork, but punished for rushing or lazily going through the motions.",1
"If you're on the fence, maybe watch some great YouTube videos of full raids. Give you an idea of what you're up against.",1
" tackling epidemics, to handling the balance of budget  ",1
"I enjoyed my first hours in this universe. But after 50-60 hours of playing,",1
"People who never enjoyed / played games from the golden era PS1/2, xbox and PC 99-2005 will never know what they are missing out of.",1
"from someone who has not played very many immersive games, this is my 3rd tactical FPS game I've played the other 2 being ARMA 3 and Insurgency Sandstorm on the PS5, ",1
"AMD Ryzen 5 3600X, Radeon RX 590.",1
when Internet Historian uploaded a video saying that the game was good now.,1
I work in the healthcare system in the UK and ,1
asked for a refund for problems ,1
" I had very few expectations and knowledge about the game other than it being all about exploring strange planets. A few people in my social circle had gotten it, some liked it, some did not, so I got curious and decided to get it.",1
"Update, if you have any overlay on like xbox game bar or game mode, shut those off. They can be a contributing factor if you experience crashes.",1
I really wish to see this game blossom into a true nightmarish realistic tactical shooter. ,1
